step,train_loss,test_loss,train_accuracy,test_accuracy,weight_norm,last_layer_norm,time
0.0,1.533843711535136,1.5347392616271973,0.08813333511352539,0.08659999817609787,18.35181526539422,4.287241731655612,2.5821969509124756
1.0,0.9931705955505371,0.9876058109283448,0.15974999964237213,0.1662999987602234,18.11823098951587,4.268246917346339,2.5343222618103027
2.0,0.9409371334075928,0.9383862129211425,0.22776666283607483,0.23389999568462372,17.875510468563373,4.248253856308109,2.538768768310547
3.0,0.918312463760376,0.9172133392333984,0.2693333327770233,0.2759999930858612,17.624896110066153,4.227331856531273,2.53924298286438
4.0,0.8876117566426595,0.88560737991333,0.30168333649635315,0.31119999289512634,17.371138109202413,4.205940976630719,2.53580904006958
5.0,0.853814446703593,0.8503542354583741,0.3229333460330963,0.33070001006126404,17.11561137768766,4.184117559557483,2.550650119781494
6.0,0.8231530904769897,0.8174044570922852,0.3401166796684265,0.3492000102996826,16.859632035807085,4.162046133963466,2.540879011154175
7.0,0.8016655436197917,0.7943693374633789,0.34886667132377625,0.3555000126361847,16.602760067100384,4.139617221477905,2.534646987915039
8.0,0.7856909729321798,0.7768015613555909,0.35581666231155396,0.36410000920295715,16.346727030789392,4.117022111093457,2.532841920852661
9.0,0.7749496452331543,0.7654119892120361,0.3633500039577484,0.37130001187324524,16.09179675647075,4.094196324369469,2.543850898742676
10.0,0.7646076241811116,0.7543205350875855,0.3686666786670685,0.3765999972820282,15.838084153961576,4.071318459993709,2.543424129486084
11.0,0.7545949288050333,0.7440366041183472,0.3727666735649109,0.3797999918460846,15.585448476820705,4.048275502716982,2.553986072540283
12.0,0.7420571631113688,0.7316174039840698,0.3806833326816559,0.3864000141620636,15.33528876620746,4.025189242445627,2.573265790939331
13.0,0.7308215298970541,0.7206450176239013,0.38821667432785034,0.39340001344680786,15.086567119337953,4.001960988965553,2.5699291229248047
14.0,0.7221146359125773,0.7122050271987915,0.39658331871032715,0.4016999900341034,14.839518311284147,3.9786640002861327,2.5775022506713867
15.0,0.7143775158882141,0.7047573106765747,0.4066833257675171,0.4106999933719635,14.594641844068686,3.955357098571718,2.5791118144989014
16.0,0.7093515706380208,0.7002012216567993,0.41530001163482666,0.4221000075340271,14.351833085534372,3.932000330896839,2.5852930545806885
17.0,0.7059415394147237,0.6973153015136718,0.42346665263175964,0.4300000071525574,14.111712932685785,3.9087204102316306,2.574965000152588
18.0,0.7049578077952067,0.6970773582458496,0.4294833242893219,0.43470001220703125,13.873962363544132,3.8854091258994283,2.5793039798736572
19.0,0.7006225860277812,0.6931117097854614,0.4344500005245209,0.44020000100135803,13.638810464219606,3.862121593123816,2.5767507553100586
20.0,0.6960442242622376,0.6887793867111206,0.43708333373069763,0.44350001215934753,13.406152684852218,3.8388753855483566,2.5812582969665527
21.0,0.6891705935478211,0.6820554809570313,0.4414333403110504,0.4449999928474426,13.176077139614145,3.815639391472847,2.559675931930542
22.0,0.6792449685096741,0.6719819356918335,0.4492333233356476,0.45170000195503235,12.949234657795659,3.792533747422928,2.569253921508789
23.0,0.671211945438385,0.6638247669219971,0.4555000066757202,0.45660001039505005,12.72531311009674,3.7695024084065025,2.575005054473877
