step,train_loss,test_loss,train_accuracy,test_accuracy,weight_norm,last_layer_norm,time
0.0,2.0308973864237467,2.028232202911377,0.11760000139474869,0.12680000066757202,14.142138860608545,9.999999618530266,2.57958984375
1.0,1.0260125495910644,1.0195807014465332,0.14641666412353516,0.15060000121593475,14.001449509922402,9.973479007262249,2.5383830070495605
2.0,0.9582039659500122,0.9557732040405273,0.18629999458789825,0.19040000438690186,13.856443901580818,9.943765836136038,2.5085928440093994
3.0,0.9161445114771525,0.9115173488616943,0.21541666984558105,0.22280000150203705,13.712607848752617,9.91315207723786,2.5230090618133545
4.0,0.8889339444478352,0.8843727230072022,0.23881666362285614,0.24410000443458557,13.569378071239461,9.881913867246947,2.54789400100708
5.0,0.8486215087254843,0.8427447948455811,0.2741999924182892,0.2816999852657318,13.428341605588056,9.85044841229778,2.5573761463165283
6.0,0.8197925132433573,0.8127310726165772,0.30265000462532043,0.30790001153945923,13.288589424266172,9.818570148610418,2.5590016841888428
7.0,0.804388414700826,0.7984676300048829,0.3287999927997589,0.33559998869895935,13.151238073512735,9.786637939840594,2.575568199157715
8.0,0.7987036471366882,0.7953526432037353,0.3449166715145111,0.35019999742507935,13.016246327456747,9.754582819697013,2.570206880569458
9.0,0.7724164100011189,0.7681660846710205,0.35686665773391724,0.36070001125335693,12.884036550210048,9.722443985604786,2.592240333557129
10.0,0.7731549946467081,0.76817295627594,0.35721665620803833,0.35929998755455017,12.754621079699653,9.690274930189352,2.5940258502960205
11.0,0.7794916516939799,0.7745645984649658,0.35571667551994324,0.35850000381469727,12.628134159046109,9.657910250551868,2.59454083442688
12.0,0.7694542610486349,0.7646896589279175,0.36188334226608276,0.36480000615119934,12.504417554369473,9.625482720494544,2.5946381092071533
13.0,0.7604285778999329,0.7559925512313843,0.3669666647911072,0.3702000081539154,12.383416290484524,9.59297301286655,2.606092929840088
14.0,0.7524662264506022,0.748109473991394,0.37113332748413086,0.3750999867916107,12.265063308197865,9.56038308241972,2.579828977584839
15.0,0.7495147564252218,0.744769935798645,0.3690166771411896,0.375,12.149847938622138,9.527828215183504,2.5755999088287354
16.0,0.7549996085802714,0.7498373613357544,0.3610000014305115,0.3684999942779541,12.037688516663769,9.495239269582473,2.6090691089630127
17.0,0.7650351394017537,0.7591327409744263,0.34903332591056824,0.35569998621940613,11.92836295958116,9.462634840776792,2.6001908779144287
18.0,0.7714009867986044,0.7650541193008423,0.3436833322048187,0.35040000081062317,11.822041528160637,9.430027308500359,2.55397629737854
19.0,0.7659149816513061,0.7596136922836304,0.3478333353996277,0.35350000858306885,11.718624999333326,9.397484024655341,2.6041319370269775
20.0,0.7587724846204121,0.7523601369857789,0.3550499975681305,0.3612000048160553,11.61800641763109,9.364924598956504,2.6136348247528076
21.0,0.7451409075101216,0.7386864387512208,0.3688333332538605,0.3734999895095825,11.52023989003803,9.332422439085308,2.5802879333496094
22.0,0.7339647877375285,0.728926236152649,0.38438332080841064,0.3874000012874603,11.425297131837809,9.29996501957047,2.563375234603882
23.0,0.7223579487164815,0.7183254259109497,0.4002000093460083,0.40380001068115234,11.333159576280805,9.26757297977992,2.608335018157959
24.0,0.7069741736094157,0.7023242422103881,0.4117000102996826,0.4156999886035919,11.24355216157069,9.235249486009984,2.596890926361084
25.0,0.7019813917160034,0.696709326171875,0.41598331928253174,0.42089998722076416,11.15670510440341,9.203066555284499,2.5962729454040527
26.0,0.7091500905354817,0.7046658157348633,0.42080000042915344,0.42750000953674316,11.072433580762208,9.170937485358385,2.6071059703826904
27.0,0.7127587752342224,0.7088718027114869,0.4268999993801117,0.4343999922275543,10.990661818871368,9.138879540878921,2.5863962173461914
28.0,0.7076807034174601,0.703542163658142,0.4342833459377289,0.44179999828338623,10.911040819627527,9.106852422619095,2.5916171073913574
29.0,0.6902907471021017,0.6851862985610961,0.4431999921798706,0.45010000467300415,10.83353842516702,9.074866965924004,2.592287540435791
30.0,0.6762506667772928,0.6694886499404907,0.4520333409309387,0.4580000042915344,10.758177020421925,9.042972546570477,2.6037371158599854
40.0,0.6678831534385681,0.6623093212127685,0.461983323097229,0.46970000863075256,10.09901767901486,8.727347561486502,2.6018099784851074
50.0,0.5825263889630635,0.5769525142669678,0.5690000057220459,0.5730000138282776,9.565957634821064,8.419209414084147,2.594346284866333
60.0,0.5335738492329916,0.5301399602890015,0.5994833111763,0.6050999760627747,9.10897381326042,8.119893508738999,2.586214780807495
70.0,0.5268500684420268,0.5220743717193603,0.5957499742507935,0.6010000109672546,8.695021193458214,7.828929989174167,2.6270852088928223
80.0,0.5185577282269795,0.514665251159668,0.6044666767120361,0.6097999811172485,8.313767415419758,7.5467117323501505,2.61103892326355
90.0,0.494187615998586,0.4892015909194946,0.6202999949455261,0.6225000023841858,7.957812413714289,7.272753559411834,2.590362787246704
100.0,0.5102814030329387,0.5054797103881836,0.6011333465576172,0.6064000129699707,7.622961303324478,7.006789593161195,2.612103223800659
110.0,0.4808186383406321,0.47789009437561036,0.6265000104904175,0.6265000104904175,7.303948512920565,6.748743010854874,2.6144039630889893
120.0,0.4738651251475016,0.4716065650939941,0.6293666958808899,0.6310999989509583,7.004917597262197,6.4990700276551285,2.610767126083374
130.0,0.48423710238138834,0.47919142427444456,0.6223833560943604,0.625,6.719630835701857,6.256304193618301,2.6152560710906982
140.0,0.48843379631042483,0.4834897285461426,0.6239333152770996,0.6294999718666077,6.447877981370808,6.021077644996789,2.622203826904297
500.0,0.366887824233373,0.3574427068710327,0.7960666418075562,0.8047000169754028,2.229478499328326,1.7001204279710576,3.1031999588012695
1000.0,0.3203300792058309,0.3128851631164551,0.859000027179718,0.866100013256073,2.091723243991797,1.4161870181834006,3.277121067047119
1500.0,0.31720006887118024,0.30629551525115967,0.8531166911125183,0.864799976348877,2.102379622307528,1.4188820495994934,3.313649892807007
2000.0,0.31627012259165443,0.30934146070480345,0.8717333078384399,0.8772000074386597,2.110753943808636,1.4218462427605765,3.29772686958313
2500.0,0.3186110828081767,0.30752051935195923,0.8608666658401489,0.8707000017166138,2.10302490631026,1.4161461921215364,3.3102903366088867
3000.0,0.3173569281419118,0.3071020063400269,0.8574833273887634,0.8690000176429749,2.1019013425938438,1.4186471204385152,3.3035356998443604
3500.0,0.3122716790835063,0.3046166653633118,0.8671500086784363,0.8748000264167786,2.0969471221209157,1.4245975963543869,3.330223321914673
4000.0,0.3140505231221517,0.3047686221122742,0.8716999888420105,0.878000020980835,2.0816206822484262,1.427874640425248,3.334725856781006
4500.0,0.3092358392397563,0.3020403923034668,0.8683500289916992,0.8754000067710876,2.1012433458503144,1.432893920049388,3.320976734161377
5000.0,0.3056759034156799,0.29589819650650023,0.8717833161354065,0.8826000094413757,2.1023028462944726,1.4356426181135644,3.291109085083008
5500.0,0.307415337228775,0.2987244423866272,0.8686166405677795,0.8770999908447266,2.102470910668278,1.4343476768667123,3.287731170654297
6000.0,0.30711243705749514,0.2986729856491089,0.8703500032424927,0.8769000172615051,2.0943586688883435,1.4301990365182105,3.281468152999878
6500.0,0.30366156522432963,0.2954882597923279,0.8757166862487793,0.8815000057220459,2.1012052211040855,1.4454541111209886,3.2935585975646973
7000.0,0.30489476040204366,0.2966797318458557,0.8738499879837036,0.8840000033378601,2.105917350241306,1.4432786807988984,3.2786922454833984
7500.0,0.3064189445177714,0.2972333472251892,0.8689333200454712,0.8755000233650208,2.0936509293987773,1.4367141234015874,3.297447919845581
